trail ID,method,parameters,metrics,performance
30,dt,criterion = gini; max_depth = 3; max_features = 0.979277036136; min_samples_leaf = 3; min_samples_split = 2,f1 and cv,0.760 +- 0.348
31,logreg,C = 0.00528614608449; _scale = True; class_weight = balanced; dual = True; fit_intercept = False; penalty = l2; tol = 7.63521491081,f1 and cv,0.708 +- 0.381
32,logreg,C = 1.87012501354; _scale = True; class_weight = balanced; dual = True; fit_intercept = False; penalty = l2; tol = 0.038350775541,f1 and cv,0.782 +- 0.149
33,mlp,_scale = True; activation = relu; alpha = 0.00376390194408; batch_size = auto; hidden_layer_sizes[0] = 94; learning_rate = invscaling; learning_rate_init = 0.380382485648; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.719 +- 0.155
34,mlp,_scale = True; activation = relu; alpha = 0.00206755077975; batch_size = auto; hidden_layer_sizes[0] = 70; learning_rate = invscaling; learning_rate_init = 0.4049758173; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.793 +- 0.158
35,mlp,_scale = True; activation = relu; alpha = 0.00664538442617; batch_size = auto; hidden_layer_sizes[0] = 274; hidden_layer_sizes[1] = 118; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.809 +- 0.112
36,mlp,_scale = True; activation = relu; alpha = 0.00718100709273; batch_size = auto; hidden_layer_sizes[0] = 41; hidden_layer_sizes[1] = 165; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.742 +- 0.260
37,mlp,_scale = True; activation = identity; alpha = 0.00871607173955; batch_size = auto; hidden_layer_sizes[0] = 6; hidden_layer_sizes[1] = 290; hidden_layer_sizes[2] = 293; learning_rate = adaptive; learning_rate_init = 0.942419045492; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.000 +- 0.000
38,mlp,_scale = True; activation = relu; alpha = 0.00833505964486; batch_size = auto; hidden_layer_sizes[0] = 9; hidden_layer_sizes[1] = 122; learning_rate = adaptive; learning_rate_init = 0.784859303991; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.638 +- 0.339
39,mlp,_scale = True; activation = relu; alpha = 0.006648665153; batch_size = auto; hidden_layer_sizes[0] = 180; hidden_layer_sizes[1] = 15; learning_rate = adaptive; learning_rate_init = 0.562082568671; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.658 +- 0.221
40,mlp,_scale = True; activation = identity; alpha = 0.00792512283525; batch_size = auto; hidden_layer_sizes[0] = 25; hidden_layer_sizes[1] = 292; hidden_layer_sizes[2] = 22; learning_rate = constant; learning_rate_init = 0.788690042474; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.367 +- 0.442
41,mlp,_scale = True; activation = identity; alpha = 0.00688422258512; batch_size = auto; hidden_layer_sizes[0] = 288; hidden_layer_sizes[1] = 260; hidden_layer_sizes[2] = 238; learning_rate = constant; learning_rate_init = 0.77218536964; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.360 +- 0.406
42,knn,_scale = True; algorithm = kd_tree; leaf_size = 27; metric = chebyshev; n_neighbors = 16; weights = uniform,f1 and cv,0.679 +- 0.154
43,knn,_scale = True; algorithm = kd_tree; leaf_size = 33; metric = chebyshev; n_neighbors = 18; weights = uniform,f1 and cv,0.705 +- 0.228
44,mlp,_scale = True; activation = relu; alpha = 0.00829106098594; batch_size = auto; hidden_layer_sizes[0] = 37; hidden_layer_sizes[1] = 118; learning_rate = constant; learning_rate_init = 0.455241704563; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.716 +- 0.415
45,mlp,_scale = True; activation = relu; alpha = 0.00233838412282; batch_size = auto; hidden_layer_sizes[0] = 12; hidden_layer_sizes[1] = 24; learning_rate = constant; learning_rate_init = 0.58136369656; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.655 +- 0.119
46,gp,kernel = exp_sine_squared; length_scale = 0.286115700759; periodicity = 1,f1 and cv,0.493 +- 0.441
47,gp,kernel = exp_sine_squared; length_scale = 0.0757682044306; periodicity = 1,f1 and cv,0.479 +- 0.506
48,mlp,_scale = True; activation = identity; alpha = 0.00811391645532; batch_size = auto; beta_1 = 0.970126220631; beta_2 = 0.995982659475; hidden_layer_sizes[0] = 277; learning_rate_init = 0.683438765367; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.847 +- 0.059
49,mlp,_scale = True; activation = identity; alpha = 0.00659411144259; batch_size = auto; beta_1 = 0.905504262224; beta_2 = 0.821045183661; hidden_layer_sizes[0] = 85; learning_rate_init = 0.504346221191; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.713 +- 0.466
50,logreg,C = 0.197368621397; _scale = True; class_weight = balanced; fit_intercept = True; penalty = l1; tol = 64.4595613216,f1 and cv,0.000 +- 0.000
51,mlp,_scale = True; activation = relu; alpha = 0.00153881672492; batch_size = auto; hidden_layer_sizes[0] = 115; hidden_layer_sizes[1] = 227; hidden_layer_sizes[2] = 104; learning_rate = invscaling; learning_rate_init = 0.0393098031832; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.806 +- 0.533
52,mlp,_scale = True; activation = relu; alpha = 0.00816849554577; batch_size = auto; hidden_layer_sizes[0] = 250; hidden_layer_sizes[1] = 85; hidden_layer_sizes[2] = 128; learning_rate = invscaling; learning_rate_init = 0.615046869676; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.674 +- 0.293
53,mlp,_scale = True; activation = tanh; alpha = 0.00360979808843; batch_size = auto; beta_1 = 0.855599296801; beta_2 = 0.856429648316; hidden_layer_sizes[0] = 179; hidden_layer_sizes[1] = 53; learning_rate_init = 0.929951980019; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.577 +- 0.292
54,mlp,_scale = True; activation = tanh; alpha = 0.0058900276749; batch_size = auto; beta_1 = 0.89139590446; beta_2 = 0.844801556636; hidden_layer_sizes[0] = 170; hidden_layer_sizes[1] = 150; learning_rate_init = 0.327819358042; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.569 +- 0.418
55,mlp,_scale = True; activation = logistic; alpha = 0.00408815617237; batch_size = auto; hidden_layer_sizes[0] = 149; hidden_layer_sizes[1] = 9; learning_rate = constant; learning_rate_init = 0.609590912397; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.831 +- 0.221
56,mlp,_scale = True; activation = logistic; alpha = 0.000300185642587; batch_size = auto; hidden_layer_sizes[0] = 91; hidden_layer_sizes[1] = 129; learning_rate = constant; learning_rate_init = 0.709215361944; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.379 +- 0.621
57,mlp,_scale = True; activation = relu; alpha = 0.0030438878624; batch_size = auto; hidden_layer_sizes[0] = 81; learning_rate = constant; learning_rate_init = 0.905282464084; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.673 +- 0.232
58,mlp,_scale = True; activation = relu; alpha = 0.00146693288878; batch_size = auto; hidden_layer_sizes[0] = 189; learning_rate = constant; learning_rate_init = 0.898892816545; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.841 +- 0.290
59,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 10; p = 1; weights = uniform,f1 and cv,0.650 +- 0.466
60,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 2; p = 2; weights = uniform,f1 and cv,0.826 +- 0.225
61,knn,_scale = True; algorithm = kd_tree; leaf_size = 10; metric = euclidean; n_neighbors = 6; weights = distance,f1 and cv,0.776 +- 0.187
62,knn,_scale = True; algorithm = kd_tree; leaf_size = 19; metric = euclidean; n_neighbors = 14; weights = distance,f1 and cv,0.733 +- 0.163
63,knn,_scale = True; algorithm = kd_tree; leaf_size = 33; metric = manhattan; n_neighbors = 2; weights = uniform,f1 and cv,0.543 +- 0.732
64,knn,_scale = True; algorithm = kd_tree; leaf_size = 9; metric = manhattan; n_neighbors = 3; weights = uniform,f1 and cv,0.662 +- 0.160
65,logreg,C = 1.44037909643e-05; _scale = True; class_weight = balanced; fit_intercept = False; penalty = l1; tol = 387.70744433,f1 and cv,0.000 +- 0.000
66,mlp,_scale = True; activation = identity; alpha = 0.00398238250451; batch_size = auto; hidden_layer_sizes[0] = 46; learning_rate = constant; learning_rate_init = 0.047364176926; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.730 +- 0.234
67,mlp,_scale = True; activation = identity; alpha = 0.00463099649498; batch_size = auto; hidden_layer_sizes[0] = 107; learning_rate = constant; learning_rate_init = 0.733119060066; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.778 +- 0.281
68,mlp,_scale = True; activation = tanh; alpha = 0.00562018390673; batch_size = auto; hidden_layer_sizes[0] = 87; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.793 +- 0.224
69,mlp,_scale = True; activation = tanh; alpha = 0.00696111712754; batch_size = auto; hidden_layer_sizes[0] = 279; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.594 +- 0.362
70,gp,kernel = constant,f1 and cv,0.707 +- 0.042
71,knn,_scale = True; algorithm = kd_tree; leaf_size = 34; metric = minkowski; n_neighbors = 16; p = 2; weights = distance,f1 and cv,0.715 +- 0.140
72,knn,_scale = True; algorithm = kd_tree; leaf_size = 50; metric = minkowski; n_neighbors = 19; p = 2; weights = distance,f1 and cv,0.688 +- 0.275
73,mlp,_scale = True; activation = relu; alpha = 0.000282349269762; batch_size = auto; beta_1 = 0.852197982746; beta_2 = 0.983418833054; hidden_layer_sizes[0] = 62; learning_rate_init = 0.588627297032; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.819 +- 0.097
74,mlp,_scale = True; activation = relu; alpha = 0.00515144712438; batch_size = auto; beta_1 = 0.994226324379; beta_2 = 0.815806660936; hidden_layer_sizes[0] = 199; learning_rate_init = 0.812129907734; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.661 +- 0.325
75,logreg,C = 2725.12959188; _scale = True; class_weight = balanced; fit_intercept = True; penalty = l1; tol = 5377.22663938,f1 and cv,0.000 +- 0.000
76,mlp,_scale = True; activation = identity; alpha = 0.0062318539897; batch_size = auto; hidden_layer_sizes[0] = 54; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.631 +- 0.319
77,mlp,_scale = True; activation = identity; alpha = 0.00872090939651; batch_size = auto; hidden_layer_sizes[0] = 219; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.623 +- 0.349
78,knn,_scale = True; algorithm = ball_tree; leaf_size = 39; metric = euclidean; n_neighbors = 17; weights = distance,f1 and cv,0.663 +- 0.380
79,knn,_scale = True; algorithm = ball_tree; leaf_size = 45; metric = euclidean; n_neighbors = 10; weights = distance,f1 and cv,0.744 +- 0.193
80,knn,_scale = True; algorithm = kd_tree; leaf_size = 34; metric = manhattan; n_neighbors = 1; weights = distance,f1 and cv,0.498 +- 0.526
81,knn,_scale = True; algorithm = kd_tree; leaf_size = 30; metric = manhattan; n_neighbors = 7; weights = distance,f1 and cv,0.704 +- 0.227
82,gp,kernel = matern; nu = 0.5,f1 and cv,0.514 +- 0.520
83,mlp,_scale = True; activation = tanh; alpha = 0.00883367578485; batch_size = auto; hidden_layer_sizes[0] = 36; hidden_layer_sizes[1] = 177; hidden_layer_sizes[2] = 36; learning_rate = adaptive; learning_rate_init = 0.558670955025; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.785 +- 0.126
84,mlp,_scale = True; activation = tanh; alpha = 0.00583093659719; batch_size = auto; hidden_layer_sizes[0] = 242; hidden_layer_sizes[1] = 206; hidden_layer_sizes[2] = 129; learning_rate = adaptive; learning_rate_init = 0.273588290809; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.595 +- 0.234
85,mlp,_scale = True; activation = identity; alpha = 0.00147185389566; batch_size = auto; hidden_layer_sizes[0] = 15; hidden_layer_sizes[1] = 162; learning_rate = invscaling; learning_rate_init = 0.00589667281794; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.634 +- 0.196
86,mlp,_scale = True; activation = identity; alpha = 0.00146904657447; batch_size = auto; hidden_layer_sizes[0] = 152; hidden_layer_sizes[1] = 39; learning_rate = invscaling; learning_rate_init = 0.501611525757; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.735 +- 0.218
87,knn,_scale = True; algorithm = ball_tree; leaf_size = 18; metric = manhattan; n_neighbors = 16; weights = distance,f1 and cv,0.833 +- 0.230
88,knn,_scale = True; algorithm = ball_tree; leaf_size = 38; metric = manhattan; n_neighbors = 3; weights = distance,f1 and cv,0.719 +- 0.361
89,mlp,_scale = True; activation = relu; alpha = 0.00321551107466; batch_size = auto; beta_1 = 0.806148066701; beta_2 = 0.907200674379; hidden_layer_sizes[0] = 45; hidden_layer_sizes[1] = 195; learning_rate_init = 0.489362033585; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.753 +- 0.316
90,mlp,_scale = True; activation = relu; alpha = 0.00200767805409; batch_size = auto; beta_1 = 0.878324882969; beta_2 = 0.985934115428; hidden_layer_sizes[0] = 266; hidden_layer_sizes[1] = 196; learning_rate_init = 0.109332747323; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.260 +- 0.644
91,mlp,_scale = True; activation = identity; alpha = 0.000627780706672; batch_size = auto; beta_1 = 0.859269935731; beta_2 = 0.857146993073; hidden_layer_sizes[0] = 235; hidden_layer_sizes[1] = 202; hidden_layer_sizes[2] = 173; learning_rate_init = 0.0132779420352; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.735 +- 0.387
92,mlp,_scale = True; activation = identity; alpha = 0.00664294783307; batch_size = auto; beta_1 = 0.895240629973; beta_2 = 0.96121714919; hidden_layer_sizes[0] = 199; hidden_layer_sizes[1] = 2; hidden_layer_sizes[2] = 166; learning_rate_init = 0.184764822357; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.742 +- 0.197
93,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 11; weights = distance,f1 and cv,0.811 +- 0.237
94,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 16; weights = distance,f1 and cv,0.821 +- 0.197
95,mlp,_scale = True; activation = tanh; alpha = 0.00447020989052; batch_size = auto; hidden_layer_sizes[0] = 53; learning_rate = invscaling; learning_rate_init = 0.83218879304; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.843 +- 0.238
96,mlp,_scale = True; activation = tanh; alpha = 0.00534383889414; batch_size = auto; hidden_layer_sizes[0] = 130; learning_rate = invscaling; learning_rate_init = 0.317531602371; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.783 +- 0.405
97,knn,_scale = True; algorithm = ball_tree; leaf_size = 13; metric = manhattan; n_neighbors = 11; weights = uniform,f1 and cv,0.765 +- 0.164
98,knn,_scale = True; algorithm = ball_tree; leaf_size = 13; metric = manhattan; n_neighbors = 17; weights = uniform,f1 and cv,0.713 +- 0.498
99,mlp,_scale = True; activation = logistic; alpha = 0.00647870532925; batch_size = auto; beta_1 = 0.899214542024; beta_2 = 0.953020327964; hidden_layer_sizes[0] = 150; hidden_layer_sizes[1] = 273; hidden_layer_sizes[2] = 24; learning_rate_init = 0.513705713727; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.133 +- 0.533
100,mlp,_scale = True; activation = logistic; alpha = 0.00504175802063; batch_size = auto; beta_1 = 0.965923313126; beta_2 = 0.870884989507; hidden_layer_sizes[0] = 169; hidden_layer_sizes[1] = 269; hidden_layer_sizes[2] = 164; learning_rate_init = 0.671616929214; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.565 +- 0.566
101,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 19; weights = uniform,f1 and cv,0.769 +- 0.298
102,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 4; weights = uniform,f1 and cv,0.641 +- 0.468
103,mlp,_scale = True; activation = logistic; alpha = 0.00535635609759; batch_size = auto; hidden_layer_sizes[0] = 214; learning_rate = constant; learning_rate_init = 0.476065873624; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.145 +- 0.582
104,mlp,_scale = True; activation = logistic; alpha = 0.00155844793069; batch_size = auto; hidden_layer_sizes[0] = 147; learning_rate = constant; learning_rate_init = 0.515921525931; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.506 +- 0.595
105,mlp,_scale = True; activation = tanh; alpha = 0.00657916092724; batch_size = auto; hidden_layer_sizes[0] = 172; hidden_layer_sizes[1] = 78; learning_rate = constant; learning_rate_init = 0.84120659402; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.713 +- 0.307
106,mlp,_scale = True; activation = tanh; alpha = 0.00631981104713; batch_size = auto; hidden_layer_sizes[0] = 278; hidden_layer_sizes[1] = 113; learning_rate = constant; learning_rate_init = 0.59761438975; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.732 +- 0.529
107,gp,kernel = exp_sine_squared; length_scale = 10.4281777388; periodicity = 0,f1 and cv,0.668 +- 0.239
108,gp,kernel = exp_sine_squared; length_scale = 0.0124348843377; periodicity = 0,f1 and cv,0.324 +- 0.367
109,mlp,_scale = True; activation = tanh; alpha = 0.0071096109221; batch_size = auto; hidden_layer_sizes[0] = 239; hidden_layer_sizes[1] = 179; hidden_layer_sizes[2] = 50; learning_rate = invscaling; learning_rate_init = 0.851048113402; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.722 +- 0.102
110,mlp,_scale = True; activation = tanh; alpha = 0.00624666516271; batch_size = auto; hidden_layer_sizes[0] = 84; hidden_layer_sizes[1] = 289; hidden_layer_sizes[2] = 188; learning_rate = invscaling; learning_rate_init = 0.22508895672; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.707 +- 0.331
111,mlp,_scale = True; activation = logistic; alpha = 0.00545160793444; batch_size = auto; beta_1 = 0.921522650053; beta_2 = 0.885952281926; hidden_layer_sizes[0] = 97; hidden_layer_sizes[1] = 293; learning_rate_init = 0.699397950919; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.410 +- 0.670
112,mlp,_scale = True; activation = logistic; alpha = 0.00773926142465; batch_size = auto; beta_1 = 0.962469816726; beta_2 = 0.857047078236; hidden_layer_sizes[0] = 128; hidden_layer_sizes[1] = 16; learning_rate_init = 0.48692840029; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.417 +- 0.683
113,svm,C = 3.41895813938e-05; _scale = True; cache_size = 15000; class_weight = balanced; kernel = linear; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.000 +- 0.000
114,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 15; weights = uniform,f1 and cv,0.737 +- 0.252
115,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 3; weights = uniform,f1 and cv,0.740 +- 0.163
116,mlp,_scale = True; activation = logistic; alpha = 0.00634399261369; batch_size = auto; hidden_layer_sizes[0] = 154; hidden_layer_sizes[1] = 222; hidden_layer_sizes[2] = 251; learning_rate = adaptive; learning_rate_init = 0.650390099442; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.440 +- 0.719
117,mlp,_scale = True; activation = logistic; alpha = 0.0076146680887; batch_size = auto; hidden_layer_sizes[0] = 149; hidden_layer_sizes[1] = 12; hidden_layer_sizes[2] = 255; learning_rate = adaptive; learning_rate_init = 0.404560346859; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.267 +- 0.653
118,svm,C = 0.000620649616089; _scale = True; cache_size = 15000; class_weight = balanced; gamma = 31.6556705129; kernel = rbf; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.400 +- 0.653
119,svm,C = 0.0022628323725; _scale = True; cache_size = 15000; class_weight = balanced; gamma = 0.105226970249; kernel = rbf; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.133 +- 0.533
120,mlp,_scale = True; activation = relu; alpha = 0.00569511782952; batch_size = auto; hidden_layer_sizes[0] = 4; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.701 +- 0.148
121,mlp,_scale = True; activation = relu; alpha = 0.00341068824745; batch_size = auto; hidden_layer_sizes[0] = 68; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.715 +- 0.249
122,mlp,_scale = True; activation = logistic; alpha = 0.00109553986077; batch_size = auto; hidden_layer_sizes[0] = 18; learning_rate = invscaling; learning_rate_init = 0.16996237031; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.648 +- 0.076
123,mlp,_scale = True; activation = logistic; alpha = 0.00410451928098; batch_size = auto; hidden_layer_sizes[0] = 267; learning_rate = invscaling; learning_rate_init = 0.497287105842; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.787 +- 0.167
124,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 15; weights = distance,f1 and cv,0.702 +- 0.269
125,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 14; weights = distance,f1 and cv,0.682 +- 0.139
