trail ID,method,parameters,metrics,performance
22,mlp,_scale = True; activation = tanh; alpha = 0.00758679628786; batch_size = auto; hidden_layer_sizes[0] = 212; hidden_layer_sizes[1] = 159; learning_rate = constant; learning_rate_init = 0.511327574962; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.764 +- 0.172
23,mlp,_scale = True; activation = tanh; alpha = 0.00293353681982; batch_size = auto; hidden_layer_sizes[0] = 207; hidden_layer_sizes[1] = 154; learning_rate = constant; learning_rate_init = 0.599525801536; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.743 +- 0.285
24,mlp,_scale = True; activation = identity; alpha = 0.00757508457799; batch_size = auto; hidden_layer_sizes[0] = 169; learning_rate = adaptive; learning_rate_init = 0.788346166024; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.789 +- 0.312
25,mlp,_scale = True; activation = identity; alpha = 0.00787731013044; batch_size = auto; hidden_layer_sizes[0] = 11; learning_rate = adaptive; learning_rate_init = 0.643536374804; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.809 +- 0.134
26,mlp,_scale = True; activation = identity; alpha = 0.00333255752017; batch_size = auto; hidden_layer_sizes[0] = 11; learning_rate = adaptive; learning_rate_init = 0.261893435241; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.765 +- 0.164
27,mlp,_scale = True; activation = identity; alpha = 0.00716646901959; batch_size = auto; hidden_layer_sizes[0] = 187; hidden_layer_sizes[1] = 224; hidden_layer_sizes[2] = 160; learning_rate = constant; learning_rate_init = 0.204547246006; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.625 +- 0.265
28,mlp,_scale = True; activation = identity; alpha = 0.000774703195752; batch_size = auto; hidden_layer_sizes[0] = 99; hidden_layer_sizes[1] = 200; hidden_layer_sizes[2] = 210; learning_rate = constant; learning_rate_init = 0.596451207957; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.450 +- 0.621
29,knn,_scale = True; algorithm = kd_tree; leaf_size = 38; metric = euclidean; n_neighbors = 1; weights = uniform,f1 and cv,0.820 +- 0.167
30,knn,_scale = True; algorithm = kd_tree; leaf_size = 1; metric = euclidean; n_neighbors = 13; weights = uniform,f1 and cv,0.626 +- 0.642
31,rf,criterion = gini; max_depth = 9; max_features = 0.367839067747; min_samples_leaf = 3; n_estimators = 100; n_jobs = -1,f1 and cv,0.785 +- 0.306
32,rf,criterion = gini; max_depth = 9; max_features = 0.402117977448; min_samples_leaf = 1; n_estimators = 100; n_jobs = -1,f1 and cv,0.860 +- 0.074
33,rf,criterion = gini; max_depth = 9; max_features = 0.382966272577; min_samples_leaf = 1; n_estimators = 100; n_jobs = -1,f1 and cv,0.752 +- 0.309
34,mlp,_scale = True; activation = logistic; alpha = 0.000791933609875; batch_size = auto; hidden_layer_sizes[0] = 100; learning_rate = invscaling; learning_rate_init = 0.630083279272; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.593 +- 0.665
35,mlp,_scale = True; activation = logistic; alpha = 0.00866503894322; batch_size = auto; hidden_layer_sizes[0] = 72; learning_rate = invscaling; learning_rate_init = 0.464195768863; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.612 +- 0.660
36,logreg,C = 0.0214259326819; _scale = True; class_weight = balanced; dual = True; fit_intercept = False; penalty = l2; tol = 0.000345805380725,f1 and cv,0.833 +- 0.230
37,logreg,C = 0.683408146675; _scale = True; class_weight = balanced; dual = True; fit_intercept = False; penalty = l2; tol = 1214.1761078,f1 and cv,0.752 +- 0.372
38,logreg,C = 0.017734143058; _scale = True; class_weight = balanced; dual = True; fit_intercept = False; penalty = l2; tol = 0.00123640541548,f1 and cv,0.683 +- 0.356
39,mlp,_scale = True; activation = logistic; alpha = 0.00888164070317; batch_size = auto; hidden_layer_sizes[0] = 102; learning_rate = constant; learning_rate_init = 0.00430280495011; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.750 +- 0.276
40,mlp,_scale = True; activation = logistic; alpha = 0.00476397875238; batch_size = auto; hidden_layer_sizes[0] = 16; learning_rate = constant; learning_rate_init = 0.883876615927; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.861 +- 0.268
41,mlp,_scale = True; activation = logistic; alpha = 0.00733166639002; batch_size = auto; hidden_layer_sizes[0] = 16; learning_rate = constant; learning_rate_init = 0.444678703048; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.711 +- 0.178
42,knn,_scale = True; algorithm = kd_tree; leaf_size = 29; metric = minkowski; n_neighbors = 9; p = 2; weights = uniform,f1 and cv,0.735 +- 0.230
43,knn,_scale = True; algorithm = kd_tree; leaf_size = 19; metric = minkowski; n_neighbors = 15; p = 3; weights = uniform,f1 and cv,0.617 +- 0.484
44,knn,_scale = True; algorithm = kd_tree; leaf_size = 32; metric = chebyshev; n_neighbors = 1; weights = uniform,f1 and cv,0.598 +- 0.286
45,knn,_scale = True; algorithm = kd_tree; leaf_size = 31; metric = chebyshev; n_neighbors = 4; weights = uniform,f1 and cv,0.626 +- 0.322
46,mlp,_scale = True; activation = relu; alpha = 0.00759969817544; batch_size = auto; beta_1 = 0.805257558344; beta_2 = 0.919639253787; hidden_layer_sizes[0] = 271; hidden_layer_sizes[1] = 156; hidden_layer_sizes[2] = 102; learning_rate_init = 0.538063857136; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.478 +- 0.556
47,mlp,_scale = True; activation = relu; alpha = 0.00183811745554; batch_size = auto; beta_1 = 0.917281907651; beta_2 = 0.909306026217; hidden_layer_sizes[0] = 94; hidden_layer_sizes[1] = 4; hidden_layer_sizes[2] = 41; learning_rate_init = 0.0100400664162; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.698 +- 0.344
48,mlp,_scale = True; activation = relu; alpha = 0.0047834096605; batch_size = auto; hidden_layer_sizes[0] = 238; hidden_layer_sizes[1] = 101; learning_rate = constant; learning_rate_init = 0.488408572136; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.705 +- 0.415
49,mlp,_scale = True; activation = relu; alpha = 0.00710954274516; batch_size = auto; hidden_layer_sizes[0] = 14; hidden_layer_sizes[1] = 230; learning_rate = constant; learning_rate_init = 0.786669723308; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.756 +- 0.196
50,rf,criterion = entropy; max_depth = 6; max_features = 0.232233143849; min_samples_leaf = 1; n_estimators = 100; n_jobs = -1,f1 and cv,0.731 +- 0.292
51,rf,criterion = entropy; max_depth = 5; max_features = 0.59182882637; min_samples_leaf = 2; n_estimators = 100; n_jobs = -1,f1 and cv,0.680 +- 0.412
52,mlp,_scale = True; activation = logistic; alpha = 0.00629100817992; batch_size = auto; beta_1 = 0.809151964451; beta_2 = 0.993608194363; hidden_layer_sizes[0] = 256; learning_rate_init = 0.612522328836; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.513 +- 0.515
53,mlp,_scale = True; activation = logistic; alpha = 0.00102623664838; batch_size = auto; beta_1 = 0.990889730404; beta_2 = 0.873016441774; hidden_layer_sizes[0] = 155; learning_rate_init = 0.468791139345; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.385 +- 0.639
54,mlp,_scale = True; activation = tanh; alpha = 0.0060745624063; batch_size = auto; beta_1 = 0.810455090006; beta_2 = 0.86233389184; hidden_layer_sizes[0] = 166; learning_rate_init = 0.506612828834; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.754 +- 0.015
55,mlp,_scale = True; activation = tanh; alpha = 0.00642222331207; batch_size = auto; beta_1 = 0.950661050707; beta_2 = 0.9228862104; hidden_layer_sizes[0] = 232; learning_rate_init = 0.737945109017; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.623 +- 0.382
56,mlp,_scale = True; activation = logistic; alpha = 0.00221486648488; batch_size = auto; hidden_layer_sizes[0] = 229; hidden_layer_sizes[1] = 24; learning_rate = invscaling; learning_rate_init = 0.725149199927; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.618 +- 0.634
57,mlp,_scale = True; activation = logistic; alpha = 0.00490142271385; batch_size = auto; hidden_layer_sizes[0] = 152; hidden_layer_sizes[1] = 258; learning_rate = invscaling; learning_rate_init = 0.450398857861; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.565 +- 0.566
58,gnb,_scale_minmax = True,f1 and cv,0.734 +- 0.174
59,mlp,_scale = True; activation = relu; alpha = 0.00732790324552; batch_size = auto; beta_1 = 0.913017407091; beta_2 = 0.873413950401; hidden_layer_sizes[0] = 198; hidden_layer_sizes[1] = 119; learning_rate_init = 0.299263258228; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.357 +- 0.588
60,mlp,_scale = True; activation = relu; alpha = 0.00437532628446; batch_size = auto; beta_1 = 0.856779201746; beta_2 = 0.905041477573; hidden_layer_sizes[0] = 254; hidden_layer_sizes[1] = 281; learning_rate_init = 0.317421025284; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.514 +- 0.520
61,mlp,_scale = True; activation = tanh; alpha = 0.00808218337356; batch_size = auto; beta_1 = 0.813646861773; beta_2 = 0.926051015685; hidden_layer_sizes[0] = 223; hidden_layer_sizes[1] = 79; learning_rate_init = 0.681626093158; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.645 +- 0.153
62,mlp,_scale = True; activation = tanh; alpha = 0.00275617054662; batch_size = auto; beta_1 = 0.977371192532; beta_2 = 0.950555116359; hidden_layer_sizes[0] = 246; hidden_layer_sizes[1] = 147; learning_rate_init = 0.41924593034; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.697 +- 0.307
63,mlp,_scale = True; activation = identity; alpha = 0.00197176250179; batch_size = auto; hidden_layer_sizes[0] = 120; learning_rate = invscaling; learning_rate_init = 0.785634918376; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.704 +- 0.399
64,mlp,_scale = True; activation = identity; alpha = 0.00180158765636; batch_size = auto; hidden_layer_sizes[0] = 145; learning_rate = invscaling; learning_rate_init = 0.552198889363; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.765 +- 0.300
65,logreg,C = 47093.7014376; _scale = True; class_weight = balanced; dual = True; fit_intercept = True; penalty = l2; tol = 15.325529229,f1 and cv,0.702 +- 0.278
66,logreg,C = 0.443155342509; _scale = True; class_weight = balanced; dual = True; fit_intercept = True; penalty = l2; tol = 0.000101144238412,f1 and cv,0.677 +- 0.489
67,mlp,_scale = True; activation = identity; alpha = 0.00367494681335; batch_size = auto; hidden_layer_sizes[0] = 142; hidden_layer_sizes[1] = 237; hidden_layer_sizes[2] = 158; learning_rate = adaptive; learning_rate_init = 0.311947801595; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.705 +- 0.211
68,mlp,_scale = True; activation = identity; alpha = 0.00010321608489; batch_size = auto; hidden_layer_sizes[0] = 159; hidden_layer_sizes[1] = 75; hidden_layer_sizes[2] = 73; learning_rate = adaptive; learning_rate_init = 0.704449459858; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.000 +- 0.000
69,mlp,_scale = True; activation = logistic; alpha = 0.00658761698968; batch_size = auto; hidden_layer_sizes[0] = 99; hidden_layer_sizes[1] = 152; hidden_layer_sizes[2] = 113; learning_rate = constant; learning_rate_init = 0.658043918401; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.243 +- 0.595
70,mlp,_scale = True; activation = logistic; alpha = 0.00712192156559; batch_size = auto; hidden_layer_sizes[0] = 277; hidden_layer_sizes[1] = 271; hidden_layer_sizes[2] = 158; learning_rate = constant; learning_rate_init = 0.128920390882; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.728 +- 0.043
71,mlp,_scale = True; activation = relu; alpha = 0.00140375540345; batch_size = auto; hidden_layer_sizes[0] = 78; hidden_layer_sizes[1] = 201; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.727 +- 0.364
72,mlp,_scale = True; activation = relu; alpha = 0.00649551585093; batch_size = auto; hidden_layer_sizes[0] = 247; hidden_layer_sizes[1] = 183; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.703 +- 0.339
73,logreg,C = 0.0013761076145; _scale = True; class_weight = balanced; dual = False; fit_intercept = True; penalty = l2; tol = 1.41262043531,f1 and cv,0.758 +- 0.188
74,logreg,C = 9303.15817441; _scale = True; class_weight = balanced; dual = False; fit_intercept = True; penalty = l2; tol = 0.000334662940477,f1 and cv,0.552 +- 0.386
75,mlp,_scale = True; activation = relu; alpha = 0.00311675023279; batch_size = auto; hidden_layer_sizes[0] = 202; learning_rate = adaptive; learning_rate_init = 0.504088851907; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.703 +- 0.321
76,mlp,_scale = True; activation = relu; alpha = 0.00494765202385; batch_size = auto; hidden_layer_sizes[0] = 212; learning_rate = adaptive; learning_rate_init = 0.140358550945; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.804 +- 0.225
77,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 18; weights = distance,f1 and cv,0.686 +- 0.187
78,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 3; weights = distance,f1 and cv,0.875 +- 0.255
79,mlp,_scale = True; activation = logistic; alpha = 0.00631435652909; batch_size = auto; hidden_layer_sizes[0] = 87; hidden_layer_sizes[1] = 262; hidden_layer_sizes[2] = 57; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.749 +- 0.203
80,mlp,_scale = True; activation = logistic; alpha = 0.00491522611475; batch_size = auto; hidden_layer_sizes[0] = 243; hidden_layer_sizes[1] = 84; hidden_layer_sizes[2] = 207; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.690 +- 0.318
81,dt,criterion = gini; max_depth = 5; max_features = 0.26928275228; min_samples_leaf = 2; min_samples_split = 3,f1 and cv,0.782 +- 0.341
82,dt,criterion = gini; max_depth = 4; max_features = 0.350580615226; min_samples_leaf = 2; min_samples_split = 3,f1 and cv,0.743 +- 0.086
83,mlp,_scale = True; activation = logistic; alpha = 0.00555540554099; batch_size = auto; hidden_layer_sizes[0] = 268; hidden_layer_sizes[1] = 88; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.845 +- 0.253
84,mlp,_scale = True; activation = logistic; alpha = 0.00830150899829; batch_size = auto; hidden_layer_sizes[0] = 106; hidden_layer_sizes[1] = 254; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.606 +- 0.358
85,knn,_scale = True; algorithm = ball_tree; leaf_size = 47; metric = chebyshev; n_neighbors = 5; weights = distance,f1 and cv,0.679 +- 0.269
86,knn,_scale = True; algorithm = ball_tree; leaf_size = 49; metric = chebyshev; n_neighbors = 8; weights = distance,f1 and cv,0.566 +- 0.376
87,mlp,_scale = True; activation = relu; alpha = 0.00134657693167; batch_size = auto; beta_1 = 0.901446054733; beta_2 = 0.880896299544; hidden_layer_sizes[0] = 191; learning_rate_init = 0.375569538389; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.632 +- 0.525
88,mlp,_scale = True; activation = relu; alpha = 0.000297485001862; batch_size = auto; beta_1 = 0.941478867427; beta_2 = 0.973162866089; hidden_layer_sizes[0] = 69; learning_rate_init = 0.533560098352; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.860 +- 0.217
89,mlp,_scale = True; activation = tanh; alpha = 0.005287015641; batch_size = auto; hidden_layer_sizes[0] = 182; learning_rate = constant; learning_rate_init = 0.163780650802; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.729 +- 0.065
90,mlp,_scale = True; activation = tanh; alpha = 0.00456308654567; batch_size = auto; hidden_layer_sizes[0] = 127; learning_rate = constant; learning_rate_init = 0.135323349646; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.826 +- 0.249
91,gp,kernel = exp_sine_squared; length_scale = 4.85831821276; periodicity = 0,f1 and cv,0.264 +- 0.657
92,gp,kernel = exp_sine_squared; length_scale = 0.135958947829; periodicity = 0,f1 and cv,0.509 +- 0.491
93,mlp,_scale = True; activation = identity; alpha = 0.00327852610934; batch_size = auto; hidden_layer_sizes[0] = 47; hidden_layer_sizes[1] = 186; learning_rate = adaptive; learning_rate_init = 0.572603383057; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.814 +- 0.184
94,mlp,_scale = True; activation = identity; alpha = 0.00459711119933; batch_size = auto; hidden_layer_sizes[0] = 57; hidden_layer_sizes[1] = 244; learning_rate = adaptive; learning_rate_init = 0.183884865397; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.717 +- 0.082
95,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 15; weights = uniform,f1 and cv,0.748 +- 0.302
96,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 14; weights = uniform,f1 and cv,0.781 +- 0.123
97,mlp,_scale = True; activation = identity; alpha = 0.0074516368895; batch_size = auto; hidden_layer_sizes[0] = 260; hidden_layer_sizes[1] = 272; learning_rate = constant; learning_rate_init = 0.814031098014; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.740 +- 0.568
98,mlp,_scale = True; activation = identity; alpha = 0.000714089726547; batch_size = auto; hidden_layer_sizes[0] = 213; hidden_layer_sizes[1] = 198; learning_rate = constant; learning_rate_init = 0.814268876798; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.705 +- 0.160
99,knn,_scale = True; algorithm = kd_tree; leaf_size = 34; metric = minkowski; n_neighbors = 20; p = 2; weights = distance,f1 and cv,0.636 +- 0.695
100,knn,_scale = True; algorithm = kd_tree; leaf_size = 2; metric = minkowski; n_neighbors = 3; p = 2; weights = distance,f1 and cv,0.695 +- 0.320
101,gp,kernel = exp_sine_squared; length_scale = 0.0418500347903; periodicity = 1,f1 and cv,0.518 +- 0.349
102,gp,kernel = exp_sine_squared; length_scale = 3.2608797321; periodicity = 1,f1 and cv,0.636 +- 0.138
103,knn,_scale = True; algorithm = ball_tree; leaf_size = 39; metric = manhattan; n_neighbors = 14; weights = distance,f1 and cv,0.734 +- 0.174
104,knn,_scale = True; algorithm = ball_tree; leaf_size = 12; metric = manhattan; n_neighbors = 8; weights = distance,f1 and cv,0.735 +- 0.329
105,gp,kernel = rbf,f1 and cv,0.000 +- 0.000
106,logreg,C = 8003.09009751; _scale = True; class_weight = balanced; dual = False; fit_intercept = False; penalty = l2; tol = 158.3290079,f1 and cv,0.000 +- 0.000
107,knn,_scale = True; algorithm = kd_tree; leaf_size = 39; metric = manhattan; n_neighbors = 5; weights = distance,f1 and cv,0.763 +- 0.174
108,knn,_scale = True; algorithm = kd_tree; leaf_size = 19; metric = manhattan; n_neighbors = 1; weights = distance,f1 and cv,0.750 +- 0.390
109,mlp,_scale = True; activation = tanh; alpha = 0.00825577378371; batch_size = auto; beta_1 = 0.985892130227; beta_2 = 0.828672288718; hidden_layer_sizes[0] = 30; hidden_layer_sizes[1] = 97; hidden_layer_sizes[2] = 21; learning_rate_init = 0.681012686376; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.786 +- 0.214
110,mlp,_scale = True; activation = tanh; alpha = 0.00649915984678; batch_size = auto; beta_1 = 0.982349328285; beta_2 = 0.873896270168; hidden_layer_sizes[0] = 180; hidden_layer_sizes[1] = 113; hidden_layer_sizes[2] = 273; learning_rate_init = 0.244111027344; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.647 +- 0.323
111,mlp,_scale = True; activation = tanh; alpha = 0.00629250795; batch_size = auto; hidden_layer_sizes[0] = 153; hidden_layer_sizes[1] = 56; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.906 +- 0.185
112,mlp,_scale = True; activation = tanh; alpha = 0.00814064893138; batch_size = auto; hidden_layer_sizes[0] = 296; hidden_layer_sizes[1] = 246; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.648 +- 0.198
113,mlp,_scale = True; activation = tanh; alpha = 0.0054920617902; batch_size = auto; hidden_layer_sizes[0] = 201; hidden_layer_sizes[1] = 184; learning_rate = adaptive; learning_rate_init = 0.266207557118; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.663 +- 0.331
114,mlp,_scale = True; activation = tanh; alpha = 0.000210532215542; batch_size = auto; hidden_layer_sizes[0] = 84; hidden_layer_sizes[1] = 27; learning_rate = adaptive; learning_rate_init = 0.133819357352; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.758 +- 0.196
115,mlp,_scale = True; activation = logistic; alpha = 0.00749068366409; batch_size = auto; hidden_layer_sizes[0] = 24; learning_rate = adaptive; learning_rate_init = 0.444646403945; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.567 +- 0.267
116,mlp,_scale = True; activation = logistic; alpha = 0.00845358643974; batch_size = auto; hidden_layer_sizes[0] = 142; learning_rate = adaptive; learning_rate_init = 0.925708350382; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.740 +- 0.223
117,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 15; weights = uniform,f1 and cv,0.728 +- 0.191
118,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 18; weights = uniform,f1 and cv,0.660 +- 0.282
119,mlp,_scale = True; activation = identity; alpha = 0.00234311244437; batch_size = auto; hidden_layer_sizes[0] = 145; learning_rate = constant; learning_rate_init = 0.141410353023; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.720 +- 0.160
120,mlp,_scale = True; activation = identity; alpha = 0.00665717297745; batch_size = auto; hidden_layer_sizes[0] = 45; learning_rate = constant; learning_rate_init = 0.25076141269; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.741 +- 0.181
121,mlp,_scale = True; activation = logistic; alpha = 0.00875211514426; batch_size = auto; beta_1 = 0.863778890054; beta_2 = 0.883855308382; hidden_layer_sizes[0] = 209; hidden_layer_sizes[1] = 195; learning_rate_init = 0.0853683569178; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.000 +- 0.000
122,mlp,_scale = True; activation = logistic; alpha = 0.00293197513824; batch_size = auto; hidden_layer_sizes[0] = 43; hidden_layer_sizes[1] = 208; hidden_layer_sizes[2] = 229; learning_rate = adaptive; learning_rate_init = 0.649397583034; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.400 +- 0.653
123,mlp,_scale = True; activation = logistic; alpha = 0.00681985969241; batch_size = auto; hidden_layer_sizes[0] = 14; hidden_layer_sizes[1] = 30; hidden_layer_sizes[2] = 174; learning_rate = adaptive; learning_rate_init = 0.10778253764; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.000 +- 0.000
124,svm,C = 8.16055297671; _scale = True; cache_size = 15000; class_weight = balanced; gamma = 147.068791847; kernel = rbf; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.747 +- 0.054
125,svm,C = 0.0089089646207; _scale = True; cache_size = 15000; class_weight = balanced; gamma = 253.344779981; kernel = rbf; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.646 +- 0.050
126,mnb,_scale_minmax = True; alpha = 0.902316081541; class_prior = None; fit_prior = 0,f1 and cv,0.659 +- 0.427
