,dataset_name,NumberOfInstancesWithMissingValues,ClassProbabilitySTD,NumberOfInstances,LogNumberOfFeatures,RatioNumericalToNominal,NumberOfMissingValues,DatasetRatio,LogDatasetRatio,NumberOfNumericFeatures,NumberOfFeaturesWithMissingValues,LogNumberOfInstances,SymbolsSum,KurtosisMax,ClassProbabilityMin,KurtosisMin,KurtosisSTD,NumberOfFeatures,SkewnessSTD,PercentageOfInstancesWithMissingValues,SkewnessMean,SymbolsMin,ClassProbabilityMean,SkewnessMax,PercentageOfFeaturesWithMissingValues,NumberOfCategoricalFeatures,PercentageOfMissingValues,RatioNominalToNumerical,ClassEntropy,InverseDatasetRatio,SymbolsSTD,ClassProbabilityMax,SymbolsMax,KurtosisMean,SkewnessMin,NumberOfClasses,SymbolsMean
10,Click_prediction_small_1,0.0,0.33406644494510607,27963.0,2.1972245773362196,0.0,0.0,0.000321853878339234,-8.041412909393047,9,0.0,10.238637486729267,0.0,26926.780531255077,0.16593355505489396,-1.0402857597470903,8458.326566615851,9.0,50.52275992586306,0.0,19.970743115522723,0,0.5,162.71009805005986,0.0,0,0.0,0.0,0.648317394549588,3107.0,0,0.8340664449451061,0,3003.0636870899853,-0.878782488816644,2.0,0
11,CostaMadre1_1,0.0,0.38405797101449274,207.0,3.6109179126442243,0.0,0.0,0.178743961352657,-1.7218008806211447,37,0.0,5.332718793265369,0.0,37.53924963714146,0.11594202898550725,-1.1031187591497742,6.534350263122915,37.0,0.9612087384979368,0.0,2.2243229520195555,0,0.5,5.430376545618313,0.0,0,0.0,0.0,0.5175827525559072,5.594594594594595,0,0.8840579710144928,0,7.176602209120703,-0.5246674051981624,2.0,0
12,CreditCardSubset_1,0.0,0.49819422150882825,9968.0,3.4011973816621555,0.0,0.0,0.003009630818619583,-5.805937859365079,30,0.0,9.207135241027235,0.0,508.5040191363674,0.0018057784911717496,-1.287787607306059,104.60701653471723,30.0,3.510553220122857,0.0,-0.18364801894853666,0,0.5,12.038706957974995,0.0,0,0.0,0.0,0.01905918842791648,332.26666666666665,0,0.9981942215088283,0,61.714975380832946,-8.205717563733007,2.0,0
13,Engine1_1,0.0,0.18283582089552236,268.0,1.6094379124341003,0.0,0.0,0.018656716417910446,-3.9815490680767565,5,0.0,5.5909869805108565,0.0,3.013956676328303,0.31716417910447764,-1.1636337239814043,1.4698351821859015,5.0,0.6213030772607545,0.0,0.007807469411523571,0,0.5,0.9080652564159668,0.0,0,0.0,0.0,0.9012709069589501,53.6,0,0.6828358208955224,0,0.556880162993947,-0.9182972342642554,2.0,0
14,MagicTelescope_1,0.0,0.14728856842421512,13314.0,2.302585092994046,0.0,0.0,0.0007510890791647889,-7.193986299166603,10,0.0,9.496571392160648,0.0,15.636314944636197,0.3527114315757849,-0.5415554552384401,5.0643705723125425,10.0,1.2640250100046921,0.0,0.6373080826462872,0,0.5,3.3092536885547084,0.0,0,0.0,0.0,0.9364663103246508,1331.4,0,0.6472885684242151,0,4.1247712738988795,-1.195759182080569,2.0,0
15,MegaWatt1_1,0.0,0.3813559322033898,177.0,3.6109179126442243,0.0,0.0,0.20903954802259886,-1.5652318199296047,37,0.0,5.176149732573829,0.0,66.26603833698925,0.11864406779661017,-0.16292635105398245,14.287147215973441,37.0,1.6415781638844553,0.0,2.1109745109543048,0,0.5,8.115670356841138,0.0,0,0.0,0.0,0.5254506799086206,4.783783783783784,0,0.8813559322033898,0,7.965151721583984,-0.9883714950392125,2.0,0
16,PhishingWebsites_1,0.0,0.05544068234685964,7738.0,3.4011973816621555,0.0,0.0,0.003876970793486689,-5.552701153598303,30,0.0,8.953898535260459,0.0,17.540710255329586,0.44455931765314033,-1.9896026563874722,3.600501560291705,30.0,1.6808421043414834,0.0,0.536377920839097,0,0.5,4.420487558553874,0.0,0,0.0,0.0,0.9911130022009889,257.93333333333334,0,0.5554406823468596,0,1.310826643700264,-2.2242871508804,2.0,0
17,PieChart1_1,0.0,0.4148073022312373,493.0,3.6109179126442243,0.0,0.0,0.07505070993914807,-2.5895912613984655,37,0.0,6.20050917404269,0.0,205.32061752880617,0.08519269776876268,-1.242857891569231,47.37115781340255,37.0,3.0050177461326997,0.0,5.38759814388225,0,0.5,13.47494637890337,0.0,0,0.0,0.0,0.4202167656986322,13.324324324324325,0,0.9148073022312373,0,52.576442222292805,-0.05872431251944871,2.0,0
18,PieChart2_1,0.0,0.4750479846449136,521.0,3.58351893845611,0.0,0.0,0.0690978886756238,-2.672231103297257,36,0.0,6.255750041753367,0.0,337.2816678475144,0.02495201535508637,-1.020367748138551,101.3389324633092,36.0,5.2293592303800756,0.0,8.054709889105464,0,0.5,16.96265173909478,0.0,0,0.0,0.0,0.1684072451650832,14.472222222222221,0,0.9750479846449136,0,116.73801656886326,-2.605115828513248,2.0,0
19,PieChart3_1,0.0,0.36852589641434264,753.0,3.6109179126442243,0.0,0.0,0.049136786188579015,-3.013147315155669,37,0.0,6.6240652277998935,0.0,505.6720266628422,0.13147410358565736,-1.1393355691082712,149.46664296149692,37.0,6.365708001677705,0.0,8.859154105107878,0,0.5,21.38144234077916,0.0,0,0.0,0.0,0.5614671047866329,20.35135135135135,0,0.8685258964143426,0,151.84994601408908,0.058404241365646606,2.0,0
20,PieChart4_1,0.0,0.38431372549019605,1020.0,3.6109179126442243,0.0,0.0,0.03627450980392157,-3.3166399936340922,37,0.0,6.927557906278317,0.0,745.0578480646034,0.11568627450980393,-1.5039896523089125,143.3517752701543,37.0,5.163267050123807,0.0,6.4713926789091065,0,0.5,25.681489524064915,0.0,0,0.0,0.0,0.5168327427401808,27.56756756756757,0,0.884313725490196,0,98.55948104946758,-0.43368233736055384,2.0,0
21,PizzaCutter1_1,0.0,0.4285714285714286,462.0,3.6109179126442243,0.0,0.0,0.08008658008658008,-2.5246469784375143,37,0.0,6.135564891081739,0.0,224.58262172198002,0.07142857142857142,-1.1898154524888032,54.10056025583821,37.0,3.3616676103603367,0.0,5.64324651147868,0,0.5,14.041775325585295,0.0,0,0.0,0.0,0.3712323266408757,12.486486486486486,0,0.9285714285714286,0,57.360922629613164,-0.07914822688051203,2.0,0
22,PizzaCutter3_1,0.0,0.38082191780821917,730.0,3.6109179126442243,0.0,0.0,0.050684931506849315,-2.9821266214982125,37,0.0,6.593044534142437,0.0,663.851283781747,0.11917808219178082,-1.170083488704756,187.16878462262397,37.0,7.359675483014349,0.0,9.599540094345127,0,0.5,25.357027847615818,0.0,0,0.0,0.0,0.526993664163668,19.72972972972973,0,0.8808219178082192,0,178.90950832102206,0.05296641174487213,2.0,0
23,PopularKids_1,0.0,0.13642389686392667,334.0,2.302585092994046,0.0,0.0,0.029940119760479042,-3.508555899982655,10,0.0,5.811140992976701,0.0,7.930569430569431,0.20059880239520958,-1.9856058152506386,2.747926648960977,10.0,1.0086246312968137,0.0,-0.3560472923881394,0,0.3333333333333333,0.48637807522779763,0.0,0,0.0,0.0,1.4686087431584942,33.4,0,0.5209580838323353,0,-0.18289499259117709,-3.1512806016871013,3.0,0
24,SPECTF_1,0.0,0.22540983606557374,244.0,3.784189633918261,0.0,0.0,0.18032786885245902,-1.7129785913749407,44,0.0,5.497168225293202,0.0,26.606884259117958,0.27459016393442626,1.109709195001975,5.083545248511864,44.0,0.717109777043096,0.0,-1.9290850449978516,0,0.5,-0.7223831019874147,0.0,0,0.0,0.0,0.8479743944261597,5.545454545454546,0,0.7254098360655737,0,6.288464520733967,-4.0330103607467995,2.0,0
25,SPECT_1,0.0,0.27419354838709675,186.0,3.091042453358316,0.0,0.0,0.11827956989247312,-2.134704220354885,22,0.0,5.225746673713202,0.0,2.5952795031055915,0.22580645161290322,-2.0,1.1401686991964253,22.0,0.521251925722757,0.0,0.837222476236191,0,0.5,2.1436603049703544,0.0,0,0.0,0.0,0.7706290693639406,8.454545454545455,0,0.7741935483870968,0,-1.0273549552152579,0.0,2.0,0
26,abalone_1,0.0,0.0076975709887102395,2923.0,2.0794415416798357,0.0,0.0,0.0027369141293191925,-5.90092422343141,8,0.0,7.980365765111246,0.0,97.80012074568742,0.4923024290112898,-1.562193024886999,32.38454943412699,8.0,1.3801166493165773,0.0,0.6614046255017282,0,0.5,4.061121859759742,0.0,0,0.0,0.0,0.999829026384034,365.375,0,0.5076975709887103,0,12.13268272815918,-0.6307731559930342,2.0,0
27,abalone_2,0.0,0.009206766058587933,2923.0,2.0794415416798357,0.0,0.0,0.0027369141293191925,-5.90092422343141,8,0.0,7.980365765111246,0.0,98.39960829011423,0.3232979815258296,-1.523119264515024,32.5723378784128,8.0,1.4477554455143096,0.0,0.6492936227817654,0,0.3333333333333333,4.239280933354468,0.0,0,0.0,0.0,1.5844138169689583,365.375,0,0.34553540882654804,0,12.235573366885488,-0.6550123381224172,3.0,0
28,acute-inflammations_1,0.0,0.01190476190476189,84.0,1.791759469228055,0.0,0.0,0.07142857142857142,-2.639057329615259,6,0.0,4.430816798843313,0.0,-0.6666666666666661,0.4880952380952381,-1.97948717948718,0.44171440730312356,6.0,0.5909818335260703,0.0,0.12438370921907216,0,0.5,1.1547005383792517,0.0,0,0.0,0.0,0.999591034189098,14.0,0,0.5119047619047619,0,-1.553976658027545,-0.7071067811865476,2.0,0
29,acute-inflammations_2,0.0,0.10714285714285712,84.0,1.791759469228055,0.0,0.0,0.07142857142857142,-2.639057329615259,6,0.0,4.430816798843313,0.0,-0.4875000000000016,0.39285714285714285,-1.9977311401020983,0.4984723464070346,6.0,0.608886855320249,0.0,0.1350729132270969,0,0.5,1.2298373876248836,0.0,0,0.0,0.0,0.9666186325481027,14.0,0,0.6071428571428571,0,-1.5306897137193314,-0.6510180115869745,2.0,0
30,ada_agnostic_1,0.0,0.25133103664265577,3193.0,3.871201010907891,0.0,0.0,0.015032884434700909,-4.197515181806891,48,0.0,8.068716192714781,0.0,3188.0003132832094,0.2486689633573442,-3.0,501.8120724523541,48.0,9.669532287872734,0.0,5.390717553346715,0,0.5,56.48008775916698,0.0,0,0.0,0.0,0.8091616573028033,66.52083333333333,0,0.7513310366426558,0,120.93093344611346,-1.984514083121559,2.0,0
31,aids_1,0.0,0.042857142857142844,35.0,1.3862943611198906,0.0,0.0,0.11428571428571428,-2.169053700369523,4,0.0,3.5553480614894135,0.0,13.164102738750863,0.45714285714285713,-1.2878913894161323,5.872031527089072,4.0,1.3990358333662642,0.0,1.4741940837268226,0,0.5,3.454576744690682,0.0,0,0.0,0.0,0.9946937953613058,8.75,0,0.5428571428571428,0,3.4983540663571038,0.10113088251478443,2.0,0
32,ailerons_1,0.0,0.07631168831168833,9625.0,3.6888794541139363,0.0,0.0,0.004155844155844156,-5.483239705042049,40,0.0,9.172119159155985,0.0,9620.000103906901,0.42368831168831167,-0.5900663061210825,2428.2846028223776,40.0,26.808924787138285,0.0,-10.246734877023552,0,0.5,2.3286733892193223,0.0,0,0.0,0.0,0.9831311564829096,240.625,0,0.5763116883116883,0,1021.3093613661491,-98.09179427407219,2.0,0
33,analcatdata_apnea1_1,0.0,0.3855421686746988,332.0,1.0986122886681098,0.0,0.0,0.009036144578313253,-4.706522680248379,3,0.0,5.805134968916488,0.0,-1.1617511371523326,0.1144578313253012,-1.31193952385788,0.06227446404262105,3.0,0.04829557191031216,0.0,-0.01362612433170659,0,0.5,0.053659286017177094,0.0,0,0.0,0.0,0.5132173985374447,110.66666666666667,0,0.8855421686746988,0,-1.229141966902329,-0.05742749894918825,2.0,0
34,analcatdata_apnea2_1,0.0,0.35843373493975905,332.0,1.0986122886681098,0.0,0.0,0.009036144578313253,-4.706522680248379,3,0.0,5.805134968916488,0.0,-1.1037855943951738,0.14156626506024098,-1.3512388849378711,0.11211484855449783,3.0,0.01519103113403813,0.0,0.006033299889971019,0,0.5,0.020351097641566413,0.0,0,0.0,0.0,0.5883260665616881,110.66666666666667,0,0.858433734939759,0,-1.2618940475959823,-0.014996490847249326,2.0,0
35,analcatdata_apnea3_1,0.0,0.38571428571428573,315.0,1.0986122886681098,0.0,0.0,0.009523809523809525,-4.653960350157523,3,0.0,5.752572638825633,0.0,-1.2318868379474437,0.11428571428571428,-1.3217440633906963,0.03707406779198607,3.0,0.06212211085693732,0.0,0.015069790335320089,0,0.5,0.060909286912062745,0.0,0,0.0,0.0,0.5127091420308771,105.0,0,0.8857142857142857,0,-1.2806079657921903,-0.07275597001029839,2.0,0
36,analcatdata_asbestos_1,0.0,0.19523319254555208,58.0,1.0986122886681098,0.0,0.0,0.05172413793103448,-2.9618307218783095,3,0.0,4.060443010546419,0.0,-1.335046566770297,0.06896551724137931,-1.9224242424242426,0.266924391306875,3.0,0.26121863828862907,0.0,-0.001276140741095222,0,0.3333333333333333,0.2785242495291164,0.0,0,0.0,0.0,1.2782911570016338,19.333333333333332,0,0.5344827586206896,0,-1.711640596528899,-0.3500700210070024,3.0,0
37,analcatdata_authorship_1,0.0,0.12697716716430832,588.0,4.248495242049359,0.0,0.0,0.11904761904761904,-2.128231705849268,70,0.0,6.376726947898627,0.0,20.60871383600733,0.05952380952380952,-0.8378278461298385,3.118799961067859,70.0,0.6596934927991669,0.0,1.0785569698732385,0,0.25,3.9891726008454693,0.0,0,0.0,0.0,1.7766155920929458,8.4,0,0.37755102040816324,0,2.063936068343988,0.04566046783265818,4.0,0
38,analcatdata_authorship_2,0.0,0.12585034013605442,588.0,4.248495242049359,0.0,0.0,0.11904761904761904,-2.128231705849268,70,0.0,6.376726947898627,0.0,22.79770827988384,0.3741496598639456,-0.7931683993834535,3.7739588232276713,70.0,0.6831873293375453,0.0,1.1066594516299941,0,0.5,3.7611510293209958,0.0,0,0.0,0.0,0.9538051053730892,8.4,0,0.6258503401360545,0,2.2753306196808976,-0.07812082014738145,2.0,0
39,analcatdata_bankruptcy_1,0.0,0.014285714285714263,35.0,1.6094379124341003,0.0,0.0,0.14285714285714285,-1.9459101490553135,5,0.0,3.5553480614894135,0.0,3.9974477248435507,0.4857142857142857,0.8974346049502056,1.139562519877355,5.0,1.5990106573615999,0.0,-0.365609109495455,0,0.5,2.044236146549259,0.0,0,0.0,0.0,0.9994110647387552,7.0,0,0.5142857142857142,0,2.9280232592395308,-1.9285148845776328,2.0,0
40,analcatdata_boxing1_1,0.0,0.1785714285714286,84.0,1.0986122886681098,0.0,0.0,0.03571428571428571,-3.332204510175204,3,0.0,4.430816798843313,0.0,-1.1000000000000005,0.32142857142857145,-1.2795784554899972,0.07976086279729427,3.0,0.45067818301569973,0.0,0.31134446805503274,0,0.5,0.9486832980505133,0.0,0,0.0,0.0,0.9059282160429994,28.0,0,0.6785714285714286,0,-1.2120047435857353,-0.011280803928594272,2.0,0
41,analcatdata_boxing2_1,0.0,0.021739130434782594,92.0,1.0986122886681098,0.0,0.0,0.03260869565217391,-3.4231762883809305,3,0.0,4.5217885770490405,0.0,-1.1718483367803656,0.4782608695652174,-1.2767857142857146,0.048429212786544155,3.0,0.4231577861289121,0.0,0.25212960079048957,0,0.5,0.8504200642707611,0.0,0,0.0,0.0,0.9986359641585719,30.666666666666668,0,0.5217391304347826,0,-1.2083470570790793,-0.05842435233745699,2.0,0
42,analcatdata_challenger_1,0.0,0.0625,16.0,1.3862943611198906,0.0,0.0,0.25,-1.3862943611198906,4,0.0,2.772588722239781,0.0,0.7750472589792068,0.4375,-3.0,1.4035401480553924,4.0,0.8040147242419795,0.0,0.03647074324984523,0,0.5,1.3598766134157052,0.0,0,0.0,0.0,0.9886994082884974,4.0,0,0.5625,0,-1.0024304357147884,-0.6566178059087813,2.0,0
43,analcatdata_challenger_2,0.0,0.4375,96.0,0.6931471805599453,0.0,0.0,0.020833333333333332,-3.871201010907891,2,0.0,4.564348191467836,0.0,-0.2112863031706098,0.0625,-0.9604479468797993,0.37458082185459474,2.0,0.18703618164969826,0.0,-0.7519137335055516,0,0.5,-0.5648775518558533,0.0,0,0.0,0.0,0.3372900666170139,48.0,0,0.9375,0,-0.5858671250252045,-0.9389499151552498,2.0,0
44,analcatdata_chlamydia_1,0.0,0.3142857142857143,70.0,1.0986122886681098,0.0,0.0,0.04285714285714286,-3.1498829533812494,3,0.0,4.248495242049359,0.0,-1.1996838247390427,0.18571428571428572,-1.970394736842105,0.3579520678647009,3.0,0.08393443294365671,0.0,0.053639351543582604,0,0.5,0.17206180040292135,0.0,0,0.0,0.0,0.692419486327474,23.333333333333332,0,0.8142857142857143,0,-1.4643527766786952,-0.012612913645646678,2.0,0
45,analcatdata_creditscore_1,0.0,0.27142857142857146,70.0,1.791759469228055,0.0,0.0,0.08571428571428572,-2.456735772821304,6,0.0,4.248495242049359,0.0,18.37810945273632,0.22857142857142856,-1.5615942028985506,6.905915515522566,6.0,1.4052403503398878,0.0,2.2913863174479507,0,0.5,4.514211941495031,0.0,0,0.0,0.0,0.775512658133148,11.666666666666666,0,0.7714285714285715,0,6.904748217999149,0.5710162870331648,2.0,0
46,analcatdata_cyyoung8092_1,0.0,0.21641791044776118,67.0,2.302585092994046,0.0,0.0,0.14925373134328357,-1.9021075263969205,10,0.0,4.204692619390966,0.0,0.4903210642653595,0.2835820895522388,-1.9919642857142856,0.820645844332051,10.0,0.42422992736196435,0.0,0.015587794346149726,0,0.5,0.7644056490566267,0.0,0,0.0,0.0,0.8602858652332408,6.7,0,0.7164179104477612,0,-1.1155146293582026,-0.9399508557041442,2.0,0
47,analcatdata_cyyoung9302_1,0.0,0.296875,64.0,2.1972245773362196,0.0,0.0,0.140625,-1.9616585060234524,9,0.0,4.1588830833596715,0.0,0.7858840761687556,0.203125,-1.984313725490196,0.9043517139423927,9.0,0.42311216000633184,0.0,-0.1324989240149346,0,0.5,0.6674596132052022,0.0,0,0.0,0.0,0.7281342378690551,7.111111111111111,0,0.796875,0,-1.1703941061617238,-0.9925563120077051,2.0,0
48,analcatdata_dmft_1,0.0,0.30789946140035906,557.0,1.3862943611198906,0.0,0.0,0.00718132854578097,-4.9362708788073935,4,0.0,6.322565239927284,0.0,-0.5481090185315702,0.19210053859964094,-1.9996776522770645,0.5425752495173175,4.0,0.4476033351092757,0.0,0.07305415655045741,0,0.5,0.6723369285198535,0.0,0,0.0,0.0,0.7058450010158138,139.25,0,0.8078994614003591,0,-1.152449129913942,-0.5714682779159492,2.0,0
49,analcatdata_election2000_1,0.0,0.26086956521739135,46.0,2.6390573296152584,0.0,0.0,0.30434782608695654,-1.1895840668738362,14,0.0,3.828641396489095,0.0,41.01027528040912,0.2391304347826087,1.6650279046768368,13.95451720622189,14.0,1.7251085009679052,0.0,3.4226915313095363,0,0.5,6.557739689550151,0.0,0,0.0,0.0,0.7935912300117064,3.2857142857142856,0,0.7608695652173914,0,14.4783706195538,1.5930866952569953,2.0,0
50,analcatdata_germangss_1,0.0,0.275,280.0,1.6094379124341003,0.0,0.0,0.017857142857142856,-4.02535169073515,5,0.0,5.634789603169249,0.0,-1.2836685495651143,0.225,-2.0,0.33787747640001425,5.0,0.03514986002869715,0.0,-0.014910404203365406,0,0.5,0.02857434446964215,0.0,0,0.0,0.0,0.7691928290130138,56.0,0,0.775,0,-1.5864653654958696,-0.07795605088944123,2.0,0
51,analcatdata_germangss_2,0.0,0.037845566896712785,280.0,1.6094379124341003,0.0,0.0,0.017857142857142856,-4.02535169073515,5,0.0,5.634789603169249,0.0,-1.3090280734984456,0.0035714285714285713,-1.9981624215200857,0.3264803326034097,5.0,0.033341971838698505,0.0,-0.04217796270806061,0,0.016949152542372878,0.019990138482214335,0.0,0,0.0,0.0,4.387929346602815,56.0,0,0.25,0,-1.5976232159540718,-0.0714741689891865,59.0,0
52,analcatdata_gviolence_1,0.0,0.009803921568627444,51.0,2.0794415416798357,0.0,0.0,0.1568627450980392,-1.8523840910444898,8,0.0,3.9318256327243257,0.0,4.080780029296875,0.49019607843137253,-0.9443888893928181,1.5508049019584955,8.0,0.9226835307747792,0.0,0.5571216889075169,0,0.5,2.1800157306698544,0.0,0,0.0,0.0,0.9997226475394071,6.375,0,0.5098039215686274,0,0.35683552881578,-1.3451528492543439,2.0,0
53,analcatdata_japansolvent_1,0.0,0.0,36.0,2.0794415416798357,0.0,0.0,0.2222222222222222,-1.5040773967762742,8,0.0,3.58351893845611,0.0,13.29156710188121,0.027777777777777776,-2.0,5.477551097993075,8.0,1.8101279310711287,0.0,-1.3549827163377253,0,0.027777777777777776,1.3198361687018099,0.0,0,0.0,0.0,5.169925001442313,4.5,0,0.027777777777777776,0,5.445070767018398,-3.3442489718233257,36.0,0
54,analcatdata_lawsuit_1,0.0,0.42934782608695654,184.0,1.3862943611198906,0.0,0.0,0.021739130434782608,-3.828641396489095,4,0.0,5.214935757608986,0.0,1.3830696798802506,0.07065217391304347,-1.558703922340286,1.0868989226092856,4.0,0.7425365265366469,0.0,0.0881581042241156,0,0.5,0.8651198304813753,0.0,0,0.0,0.0,0.36835273659330237,46.0,0,0.9293478260869565,0,-0.16185481514224714,-1.0093368567454408,2.0,0
55,analcatdata_michiganacc_1,0.0,0.033333333333333326,75.0,1.0986122886681098,0.0,0.0,0.04,-3.2188758248682006,3,0.0,4.31748811353631,0.0,-0.7301657818231222,0.4666666666666667,-1.317154516397066,0.2432783629595193,3.0,0.20699830930543783,0.0,0.10493630252295742,0,0.5,0.36644058300096294,0.0,0,0.0,0.0,0.9967916319816367,25.0,0,0.5333333333333333,0,-1.0533114514829267,-0.1397635606056452,2.0,0
56,analcatdata_neavote_1,0.0,0.41428571428571426,70.0,0.6931471805599453,0.0,0.0,0.02857142857142857,-3.5553480614894135,2,0.0,4.248495242049359,0.0,-1.8849346245693988,0.08571428571428572,-1.9846849217776856,0.04987514860414344,2.0,0.0017824820900996935,0.0,-0.026789621581686723,0,0.5,-0.02500713949158703,0.0,0,0.0,0.0,0.42200051688315315,35.0,0,0.9142857142857143,0,-1.934809773173542,-0.028572103671786416,2.0,0
57,analcatdata_olympic2000_1,0.0,0.0,46.0,2.3978952727983707,0.0,0.0,0.2391304347826087,-1.4307461236907244,11,0.0,3.828641396489095,0.0,33.00185687713007,0.5,-0.954348763062336,9.474740717131624,11.0,1.6095698046274822,0.0,2.0780763121846415,0,0.5,5.659909696936502,0.0,0,0.0,0.0,1.0,4.181818181818182,0,0.5,0,6.701943388615737,0.07369131769322022,2.0,0
